"From: Sep 1, 2016, 9:32:52 AM To: Dec 8, 2016, 10:18:59 PM
Generated On: Dec 9, 2016, 2:13:24 PM"


Sales Item Totals
"Wine: Luminus Chardonnay 9oz","6","$84.00","0","$0.00","$84.00"
"Wine: Luminus Chardonnay Glass","45","$422.10","0","$0.00","$422.10"
"Wine: Lyric Pinot Noir 9oz","14","$182.00","0","$0.00","$182.00"
"Wine: Lyric Pinot Noir Bottle","21","$720.00","0","$0.00","$720.00"
"Wine: Lyric Pinot Noir Glass","90","$804.27","0","$0.00","$804.27"
"Wine: Modus Sangiovese-Cab Bottle","6","$258.00","0","$0.00","$258.00"
"Wine: Monte Velho Bottle","5","$160.00","0","$0.00","$160.00"
"Wine: Nino Franco Prosecco 9oz","1","$0.12","0","$0.00","$0.12"
"Wine: Nino Franco Prosecco Bottle","1","$30.00","0","$0.00","$30.00"
"Wine: Nino Franco Prosecco Glass","26","$144.32","0","$0.00","$144.32"
"Wine: Oberon Cab 9oz","11","$148.50","0","$0.00","$148.50"
"Wine: Oberon Cab Bottle","8","$304.00","0","$0.00","$304.00"
"Wine: Oberon Cab Glass","83","$740.52","0","$0.00","$740.52"
"Wine: Penfolds Bottle","1","$60.00","0","$0.00","$60.00"
"Wine: Port Wine","4","$24.00","0","$0.00","$24.00"
"Wine: Promessa P.G. 9oz","30","$290.10","0","$0.00","$290.10"
"Wine: Promessa P.G. Bottle","9","$252.00","0","$0.00","$252.00"
"Wine: Promessa P.G. Glass","178","$1,204.78","0","$0.00","$1,204.78"
"Wine: Quantum Bottle","2","$120.00","0","$0.00","$120.00"
"Wine: Querceto Chianti 9oz","16","$160.00","0","$0.00","$160.00"
"Wine: Querceto Chianti Bottle","21","$588.00","0","$0.00","$588.00"
"Wine: Querceto Chianti Glass","95","$682.12","0","$0.00","$682.12"
"Wine: R. Pere Macon Villages Glass","5","$38.00","0","$0.00","$38.00"
"Wine: Red Bottle","2","$30.00","0","$0.00","$30.00"
"Wine: Red Glass","16","$215.00","0","$0.00","$215.00"
"Wine: Reverdy Savignon Blanc Bottle","2","$85.80","0","$0.00","$85.80"
"Wine: Tamari Cab 9oz","16","$160.00","0","$0.00","$160.00"
"Wine: Tamari Cab Bottle","9","$216.00","0","$0.00","$216.00"
"Wine: Tamari Cab Glass","97","$463.14","0","$0.00","$463.14"
"Wine: Tangley Oaks Merlot Bottle","6","$144.00","0","$0.00","$144.00"
"Wine: Terlato Bottle","4","$136.00","0","$0.00","$136.00"
"Wine: Terlato Glass","18","$162.00","0","$0.00","$162.00"
"Wine: Terlato PG Glass","10","$90.00","0","$0.00","$90.00"
"Wine: UBY Bottle","1","$20.00","0","$0.00","$20.00"
"Wine: Velvet Devil 9oz","32","$301.48","0","$0.00","$301.48"
"Wine: Velvet Devil Bottle","12","$336.00","0","$0.00","$336.00"
"Wine: Velvet Devil Glass","143","$934.50","0","$0.00","$934.50"
"Wine: Veuve Bottle","1","$0.80","0","$0.00","$0.80"
"Wine: Villa Sandi Prosecco Glass","58","$265.26","0","$0.00","$265.26"
"Wine: Vino Rose 9oz","6","$37.40","0","$0.00","$37.40"
"Wine: Vino Rose Glass","21","$106.19","0","$0.00","$106.19"
"Wine: White Bottle","1","$369.90","0","$0.00","$369.90"
"Wine: White Glass","23","$167.40","0","$0.00","$167.40"
"Wine: Whitehaven 9oz","12","$110.00","0","$0.00","$110.00"
"Wine: Whitehaven Bottle","8","$224.00","0","$0.00","$224.00"
"Wine: Whitehaven Glass","119","$683.41","0","$0.00","$683.41"
"Wine: Wine","3","$19.26","0","$0.00","$19.26"
"Wine: Wycliff Glass","15","$7.60","0","$0.00","$7.60"
"Wine: Xavier CDR 9oz","10","$100.00","0","$0.00","$100.00"
"Wine: Xavier CDR bottle","4","$84.00","0","$0.00","$84.00"
"Wine: Xavier CDR Glass","54","$308.05","0","$0.00","$308.05"
"Alcohol: Absolut Up","2","$20.00","$20.00"
"Alcohol: Al Capone","1","$9.00","$9.00"
"Alcohol: Baileys","1","$6.20","$6.20"
"Alcohol: Bloody Mary","1","$6.00","$6.00"
"Alcohol: Bulleit","1","$6.60","$6.60"
"Alcohol: Glenfiddich 12 2oz","1","$15.63","$15.63"
"Alcohol: Glenlivet 12","1","$8.10","$8.10"
"Alcohol: Grey Goose","1","$6.60","$6.60"
"Alcohol: Grey Goose Up","2","$22.86","$22.86"
"Alcohol: Italian Margarita","1","$8.00","$8.00"
"Alcohol: Jack Daniels","1","$6.00","$6.00"
"Alcohol: Mimosa","1","$6.00","$6.00"
"Alcohol: Raspberry Limoncello Prosecco","2","$16.00","$16.00"
"Alcohol: Titos Up","1","$9.71","$9.71"
"Beer: Mich Ultra","1","$3.50","$3.50"
"Beer: Peroni","2","$10.00","$10.00"
"Food:  Cappellini Shrimp & Scallops","2","$36.00","$36.00"
"Food: Beet Salad","1","$13.00","$13.00"
"Food: Blk Shrimp Tortellini","4","$72.00","$72.00"
"Food: Blue Caesar","3","$24.00","$24.00"
"Food: Brie & Blue Wedges","3","$30.00","$30.00"
"Food: Bruschetta","1","$8.00","$8.00"
"Food: Caesar","3","$21.00","$21.00"
"Food: Capellini Shrimp Scampi","9","$157.00","$157.00"
"Food: Carpaccio","3","$36.00","$36.00"
"Food: Chicken Parmigiano","1","$16.00","$16.00"
"Food: Chicken Piccata","4","$70.00","$70.00"
"Food: Chicken Ravioli","1","$17.00","$17.00"
"Food: Chicken Schnitzel","2","$34.00","$34.00"
"Food: Chocolate Eruption","2","$14.00","$14.00"
"Food: Crawfish Fra Diavolo","1","$19.00","$19.00"
"Food: Dessert Special","1","$3.00","$3.00"
"Food: Dinner POD","1","$1.12","$1.12"
"Food: Fettuccine Chicken","4","$68.00","$68.00"
"Food: Fettuccine Shrimp","1","$18.00","$18.00"
"Food: Flatbread","1","$8.00","$8.00"
"Food: Fried Polenta","1","$10.00","$10.00"
"Food: Gift Card $75","1","$75.00","$75.00"
"Food: Giftcard $50","1","$50.00","$50.00"
"Food: Goat Cheese Fondue","1","$12.00","$12.00"
"Food: House Special","6","$102.00","$102.00"
"Food: La Caprese Salad","3","$27.00","$27.00"
"Food: Lasagna Bolognese","10","$162.00","$162.00"
"Food: Limoncello Cake","3","$21.00","$21.00"
"Food: Linguine Cozze","1","$17.00","$17.00"
"Food: Linguine Scallops","1","$19.00","$19.00"
"Food: Lunch Blk Shrimp Tortellini","1","$15.00","$15.00"
"Food: Lunch Capellini Shrimp & Scallops","2","$30.00","$30.00"
"Food: Lunch Chicken Piccata","1","$14.00","$14.00"
"Food: Lunch Chicken Schnitzel","3","$42.00","$42.00"
"Food: Lunch Crawfish Diavolo","1","$15.00","$15.00"
"Food: Lunch Fettuccine Chicken","9","$92.00","$92.00"
"Food: Lunch Fettuccine Shrimp","2","$30.00","$30.00"
"Food: Lunch Fish","1","$14.00","$14.00"
"Food: Lunch Lasagna Bolognese","2","$20.00","$20.00"
"Food: Lunch Penne Bolognese","1","$13.00","$13.00"
"Food: Lunch Capellini Shrimp Scampi","3","$39.00","$39.00"
"Food: Lunch Spaghetti Bolognese","2","$26.00","$26.00"
"Food: Lunch Spaghetti Meatballs","1","$14.00","$14.00"
"Food: Maison","5","$50.00","$50.00"
"Food: Mushroom Caps","1","$12.00","$12.00"
"Food: Pecan Caramel Fudge Pie","2","$14.00","$14.00"
"Food: Penne Bolognese","1","$16.00","$16.00"
"Food: Penne Boscaiola","3","$51.00","$51.00"
"Food: Pork Tenderloin","2","$36.00","$36.00"
"Food: Prosciutto & Figs","1","$10.00","$10.00"
"Food: Salad In A Jar Greek","1","$6.00","$6.00"
"Food: Salmon","2","$40.00","$40.00"
"Food: Scallop App","3","$42.00","$42.00"
"Food: Shrimp Juno","3","$39.00","$39.00"
"Food: Shrimp Scampi App","2","$28.00","$28.00"
"Food: Soup Of Day Bowl","2","$14.00","$14.00"
"Food: Soup Of Day Cup","7","$35.00","$35.00"
"Food: Spaghetti Bolognese","1","$16.00","$16.00"
"Food: Spaghetti Meatballs","6","$102.00","$102.00"
"Food: Tennessee Cheese Cake","1","$7.00","$7.00"
"Food: Tiramisu","2","$14.00","$14.00"
"Food: Veal Picatta","3","$57.00","$57.00"
"Food: Waffle Breakfast","2","$30.00","$30.00"
"Gift Cards: Gift Card","3","$100.00","$100.00"
"Non Alcoholic: Coffee","8","$16.00","$16.00"
"Non Alcoholic: Coke","2","$4.50","$4.50"
"Non Alcoholic: Diet Coke","2","$4.50","$4.50"
"Non Alcoholic: Iced Tea Sweet","12","$27.00","$27.00"
"Non Alcoholic: Sierra Mist","1","$2.25","$2.25"
"Non Alcoholic: Unsweet Tea","5","$11.25","$11.25"
"Wine: Cabmria Chard Bottle","1","$29.00","$29.00"
"Wine: Campolieti Classico Glass","1","$9.00","$9.00"
"Wine: Chateau Briot Bottle","1","$24.00","$24.00"
"Wine: Deloach Pinot Noir Bottle","1","$28.00","$28.00"
"Wine: Deloach Pinot Noir Glass","2","$14.00","$14.00"
"Wine: Heron Chard 9oz","1","$10.00","$10.00"
"Wine: Heron Chard Glass","2","$14.00","$14.00"
"Wine: Joel Gott Cab Bottle","1","$32.00","$32.00"
"Wine: Joel Gott Cab Glass","6","$48.00","$48.00"
"Wine: Laguna Chard Bottle","1","$36.00","$36.00"
"Wine: Leitz Out Glass","1","$7.00","$7.00"
"Wine: Luccio Moscato Glass","1","$6.00","$6.00"
"Wine: Lyric Pinot Noir Glass","3","$27.00","$27.00"
"Wine: Oberon Cab Glass","1","$9.50","$9.50"
"Wine: Promessa P.G. Glass","2","$14.00","$14.00"
"Wine: Querceto Chianti Bottle","1","$28.00","$28.00"
"Wine: Tamari Cab Glass","2","$14.00","$14.00"
"Wine: Velvet Devil Bottle","1","$28.00","$28.00"
"Wine: Velvet Devil Glass","1","$7.00","$7.00"
"Wine: Villa Sandi Prosecco Bottle","3","$72.00","$72.00"
"Wine: Whitehaven 9oz","1","$10.00","$10.00"
"Wine: Whitehaven Glass","4","$28.00","$28.00"
